3 1 null
3 2 M1-T1-S
3 3 null
3 4 M1-T2-S
3 5 null
3 6 M1-T3-S
3 7 null
3 8 M1-T4-S
3 9 null
3 10 M2-T1-S
3 11 null
3 12 M2-T2-S
3 13 null
3 14 M2-T3-S
3 15 null
3 16 M2-T4-S
3 17 null
3 18 M3-T1-S
3 19 null
3 20 M3-T2-S
3 21 null
3 22 M3-T3-S
3 23 null
3 24 M3-T4-S
3 25 null
3 26 M4-T1-S
3 27 null
3 28 M4-T2-S
3 29 null
3 30 M4-T3-S
3 31 null
3 32 M4-T4-S
4 1 null
4 2 M1-T1-C
4 3 null
4 4 M1-T2-C
4 5 null
4 6 M1-T3-C
4 7 null
4 8 M1-T4-C
4 9 null
4 10 M2-T1-C
4 11 null
4 12 M2-T2-C
4 13 null
4 14 M2-T3-C
4 15 null
4 16 M2-T4-C
4 17 null
4 18 M3-T1-C
4 19 null
4 20 M3-T2-C
4 21 null
4 22 M3-T3-C
4 23 null
4 24 M3-T4-C
4 25 null
4 26 M4-T1-C
4 27 null
4 28 M4-T2-C
4 29 null
4 30 M4-T3-C
4 31 null
4 32 M4-T4-C
5 1 null
5 2 M5-T1-S
5 3 null
5 4 M5-T2-S
5 5 null
5 6 M5-T4-S
5 7 null
5 8 null
5 9 null
5 10 M5-T1-C
5 11 null
5 12 M5-T2-C
5 13 null
5 14 M5-T4-C
5 15 null
5 16 null
5 17 null
5 18 M5-T3-S
5 19 null
5 20 null
5 21 null
5 22 M5-T3-C
5 23 null
5 24 null
5 25 null
5 26 null
5 27 null
5 28 null
5 29 null
5 30 null
5 31 null
5 32 null
6 1 null
6 2 M6-T1-S
6 3 null
6 4 M6-T2-S
6 5 null
6 6 M6-T3-S
6 7 null
6 8 M6-T4-S
6 9 null
6 10 M7-T1-S
6 11 null
6 12 M7-T2-S
6 13 null
6 14 M7-T3-S
6 15 null
6 16 M7-T4-S
6 17 null
6 18 M8-T1-S
6 19 null
6 20 M8-T2-S
6 21 null
6 22 M8-T3-S
6 23 null
6 24 M8-T4-S
6 25 null
6 26 M9-T1-S
6 27 null
6 28 M9-T2-S
6 29 null
6 30 M9-T3-S
6 31 null
6 32 M9-T4-S
7 1 null
7 2 M6-T1-C
7 3 null
7 4 M6-T2-C
7 5 null
7 6 M6-T3-C
7 7 null
7 8 M6-T4-C
7 9 null
7 10 M7-T1-C
7 11 null
7 12 M7-T2-C
7 13 null
7 14 M7-T3-C
7 15 null
7 16 M7-T4-C
7 17 null
7 18 M8-T1-C
7 19 null
7 20 M8-T2-C
7 21 null
7 22 M8-T3-C
7 23 null
7 24 M8-T4-C
7 25 null
7 26 M9-T1-C
7 27 null
7 28 M9-T2-C
7 29 null
7 30 M9-T3-C
7 31 null
7 32 M9-T4-C
9 1 null
9 2 LC1
9 3 null
9 4 LC2
9 5 null
9 6 LC3
9 7 null
9 8 LC4
9 9 null
9 10 LC5
9 11 null
9 12 LC6
9 13 null
9 14 LC7
9 15 null
9 16 LC8
9 17 null
9 18 LC9
9 19 null
9 20 LC10
9 21 null
9 22 LC11
9 23 null
9 24 LC12
9 25 null
9 26 LC13
9 27 null
9 28 LC14
9 29 null
9 30 LC15
9 31 null
9 32 LC16
10 1 null
10 2 DWC1L
10 3 null
10 4 DWC1R
10 5 null
10 6 DWC1U
10 7 null
10 8 DWC1D
10 9 null
10 10 DWC2L
10 11 null
10 12 DWC2R
10 13 null
10 14 DWC2U
10 15 null
10 16 DWC2D
10 17 null
10 18 C1
10 19 null
10 20 C2
10 21 null
10 22 PS
10 23 null
10 24 null
10 25 null
10 26 null
10 27 null
10 28 null
10 29 null
10 30 null
10 31 null
10 32 null
12 1 null
12 2 MC
12 3 null
12 4 TC
12 5 null
12 6 null
12 7 null
12 8 null
12 9 null
12 10 null
12 11 null
12 12 null
12 13 null
12 14 null
12 15 null
12 16 null
12 17 null
12 18 null
12 19 null
12 20 null
12 21 null
12 22 null
12 23 null
12 24 null
12 25 null
12 26 null
12 27 null
12 28 null
12 29 null
12 30 null
12 31 null
12 32 null
14 1 C16
14 2 C8
14 3 C15
14 4 C7
14 5 C14
14 6 C6
14 7 C13
14 8 C5
14 9 C12
14 10 C4
14 11 C11
14 12 C3
14 13 C10
14 14 C2
14 15 C9
14 16 C1
14 17 C32
14 18 C24
14 19 C31
14 20 C23
14 21 C30
14 22 C22
14 23 C29
14 24 C21
14 25 C28
14 26 C20
14 27 C27
14 28 C19
14 29 C26
14 30 C18
14 31 C25
14 32 C17
15 1 C37
15 2 C45
15 3 C38
15 4 C46
15 5 C39
15 6 C47
15 7 C40
15 8 C48
15 9 C33
15 10 C41
15 11 C34
15 12 C42
15 13 C35
15 14 C43
15 15 C36
15 16 C44
15 17 C53
15 18 C61
15 19 C54
15 20 C62
15 21 C55
15 22 C63
15 23 C56
15 24 C64
15 25 C49
15 26 C57
15 27 C50
15 28 C58
15 29 C51
15 30 C59
15 31 C52
15 32 C60
16 1 S12
16 2 S4
16 3 S11
16 4 S3
16 5 S10
16 6 S2
16 7 S9
16 8 S1
16 9 S16
16 10 S8
16 11 S15
16 12 S7
16 13 S14
16 14 S6
16 15 S13
16 16 S5
16 17 S28
16 18 S20
16 19 S27
16 20 S19
16 21 S26
