16 22 S18
16 23 S25
16 24 S17
16 25 S32
16 26 S24
16 27 S31
16 28 S23
16 29 S30
16 30 S22
16 31 S29
16 32 S21
17 1 S33
17 2 S41
17 3 S34
17 4 S42
17 5 S35
17 6 S43
17 7 S36
17 8 S44
17 9 S37
17 10 S45
17 11 S38
17 12 S46
17 13 S39
17 14 S47
17 15 S40
17 16 S48
17 17 S49
17 18 S57
17 19 S50
17 20 S58
17 21 S51
17 22 S59
17 23 S52
17 24 S60
17 25 S53
17 26 S61
17 27 S54
17 28 S62
17 29 S55
17 30 S63
17 31 S56
17 32 S64
18 1 null
18 2 T1
18 3 null
18 4 T2
18 5 null
18 6 VETO
18 7 null
18 8 null
18 9 null
18 10 T1NIM
18 11 null
18 12 T2NIM
18 13 null
18 14 VETONIM
18 15 null
18 16 COIN
18 17 null
18 18 null
18 19 null
18 20 null
18 21 null
18 22 null
18 23 null
18 24 null
18 25 null
18 26 null
18 27 null
18 28 null
18 29 null
18 30 null
18 31 CC2
18 32 CC1
